,store,store_type,assortment,date,dataset,sales,predictions,error,error_rate
38015,456,a,extended,2015-08-04,forecast,,7723.182,,
38016,457,d,extended,2015-08-04,forecast,,5688.4614,,
38017,458,c,basic,2015-08-04,forecast,,7846.1,,
38018,459,a,basic,2015-08-04,forecast,,12160.165,,
38019,461,d,extended,2015-08-04,forecast,,5460.0444,,
38020,463,a,basic,2015-08-04,forecast,,7288.5664,,
38021,465,d,extended,2015-08-04,forecast,,9379.587,,
38022,466,a,extended,2015-08-04,forecast,,10049.013,,
38023,467,a,extended,2015-08-04,forecast,,15945.51,,
38024,468,c,extended,2015-08-04,forecast,,5878.74,,
38025,470,a,extended,2015-08-04,forecast,,15484.957,,
38026,471,d,basic,2015-08-04,forecast,,8016.2617,,
38027,472,c,extended,2015-08-04,forecast,,5697.53,,
38028,473,a,basic,2015-08-04,forecast,,4285.047,,
38029,475,a,basic,2015-08-04,forecast,,7871.6006,,
38030,477,d,basic,2015-08-04,forecast,,7373.249,,
38031,481,c,extended,2015-08-04,forecast,,6431.6274,,
38032,484,a,extended,2015-08-04,forecast,,7830.0195,,
38033,485,d,extended,2015-08-04,forecast,,5449.425,,
38034,486,a,basic,2015-08-04,forecast,,5407.9844,,
38035,487,d,extended,2015-08-04,forecast,,8013.357,,
38036,488,a,extended,2015-08-04,forecast,,4171.24,,
38037,490,a,basic,2015-08-04,forecast,,9009.732,,
38038,491,d,extended,2015-08-04,forecast,,7677.8506,,
38039,492,a,basic,2015-08-04,forecast,,9380.275,,
38040,493,d,extended,2015-08-04,forecast,,10041.415,,
38041,495,d,basic,2015-08-04,forecast,,6085.573,,
38042,497,a,extended,2015-08-04,forecast,,10380.581,,
38043,498,a,basic,2015-08-04,forecast,,7274.787,,
38044,499,c,extended,2015-08-04,forecast,,6239.421,,
38045,500,d,extended,2015-08-04,forecast,,6001.276,,
38046,501,a,extended,2015-08-04,forecast,,6000.657,,
38047,502,a,basic,2015-08-04,forecast,,13049.722,,
38048,504,c,extended,2015-08-04,forecast,,7213.9683,,
38049,505,a,basic,2015-08-04,forecast,,5878.247,,
38050,506,a,basic,2015-08-04,forecast,,9072.1455,,
38051,507,a,extended,2015-08-04,forecast,,9688.958,,
38052,508,a,extended,2015-08-04,forecast,,8230.576,,
38053,509,a,basic,2015-08-04,forecast,,7753.399,,
38054,510,a,extended,2015-08-04,forecast,,9518.572,,
38055,511,a,basic,2015-08-04,forecast,,6333.125,,
38056,512,b,extra,2015-08-04,forecast,,6170.136,,
38057,514,c,extended,2015-08-04,forecast,,7259.6763,,
38058,515,d,extended,2015-08-04,forecast,,9801.675,,
38059,516,a,extended,2015-08-04,forecast,,7668.0073,,
38060,517,a,extended,2015-08-04,forecast,,7223.9727,,
38061,518,d,extended,2015-08-04,forecast,,7219.9844,,
38062,519,c,extended,2015-08-04,forecast,,6099.6133,,
38063,520,a,extended,2015-08-04,forecast,,4985.156,,
38064,521,d,basic,2015-08-04,forecast,,6432.063,,
38065,522,d,extended,2015-08-04,forecast,,9529.382,,
38066,524,a,extended,2015-08-04,forecast,,11293.965,,
38067,527,d,extended,2015-08-04,forecast,,12012.055,,
38068,528,a,extended,2015-08-04,forecast,,14040.456,,
38069,529,d,extended,2015-08-04,forecast,,8549.461,,
38070,530,a,extended,2015-08-04,forecast,,7436.7935,,
38071,531,a,extended,2015-08-04,forecast,,5375.1787,,
38072,532,a,extended,2015-08-04,forecast,,12545.173,,
38073,533,a,extended,2015-08-04,forecast,,10691.43,,
38074,534,d,basic,2015-08-04,forecast,,9443.157,,
38075,535,a,basic,2015-08-04,forecast,,10123.905,,
38076,536,a,extended,2015-08-04,forecast,,10671.229,,
38077,537,a,basic,2015-08-04,forecast,,7461.192,,
38078,538,a,basic,2015-08-04,forecast,,4906.2144,,
38079,539,a,basic,2015-08-04,forecast,,11387.004,,
38080,540,d,extended,2015-08-04,forecast,,7385.045,,
38081,541,a,extended,2015-08-04,forecast,,8341.304,,
38082,542,a,basic,2015-08-04,forecast,,7402.6616,,
38083,543,c,basic,2015-08-04,forecast,,3894.8079,,
38084,545,a,extended,2015-08-04,forecast,,14288.738,,
38085,547,d,extended,2015-08-04,forecast,,6204.6846,,
38086,548,d,extended,2015-08-04,forecast,,6352.527,,
38087,549,a,extended,2015-08-04,forecast,,5057.0635,,
38088,550,d,extended,2015-08-04,forecast,,6726.54,,
38089,551,a,extended,2015-08-04,forecast,,7570.576,,
38090,552,a,basic,2015-08-04,forecast,,10633.038,,
38091,553,c,basic,2015-08-04,forecast,,7211.9453,,
38092,554,c,extended,2015-08-04,forecast,,4967.73,,
38093,555,d,basic,2015-08-04,forecast,,5382.454,,
38094,557,a,basic,2015-08-04,forecast,,5063.6714,,
38095,558,a,basic,2015-08-04,forecast,,3693.9512,,
38096,561,d,basic,2015-08-04,forecast,,8127.649,,
38097,562,b,extended,2015-08-04,forecast,,19213.592,,
38098,563,a,basic,2015-08-04,forecast,,6118.831,,
38099,564,d,extended,2015-08-04,forecast,,6362.5444,,
38100,565,a,extended,2015-08-04,forecast,,8472.264,,
38101,566,a,basic,2015-08-04,forecast,,5780.4224,,
38102,567,c,basic,2015-08-04,forecast,,6784.318,,
38103,568,d,extended,2015-08-04,forecast,,5251.2856,,
38104,570,a,basic,2015-08-04,forecast,,4762.062,,
38105,571,d,basic,2015-08-04,forecast,,8817.392,,
38106,572,d,extended,2015-08-04,forecast,,8332.462,,
38107,573,a,basic,2015-08-04,forecast,,5172.515,,
38108,574,d,basic,2015-08-04,forecast,,9954.867,,
38109,575,a,basic,2015-08-04,forecast,,7826.697,,
38110,577,a,extended,2015-08-04,forecast,,6287.7476,,
38111,578,d,basic,2015-08-04,forecast,,9568.489,,
38112,579,c,basic,2015-08-04,forecast,,10409.272,,
38113,580,a,extended,2015-08-04,forecast,,10969.866,,
38114,581,a,basic,2015-08-04,forecast,,7085.135,,
38115,582,a,basic,2015-08-04,forecast,,8705.233,,
38116,584,d,basic,2015-08-04,forecast,,5466.256,,
38117,585,d,extended,2015-08-04,forecast,,6028.096,,
38118,586,a,extended,2015-08-04,forecast,,16945.1,,
38119,587,d,extended,2015-08-04,forecast,,10790.184,,
38120,588,d,extended,2015-08-04,forecast,,6872.221,,
38121,589,a,extended,2015-08-04,forecast,,6536.0303,,
38122,590,d,extended,2015-08-04,forecast,,5495.684,,
38123,591,a,extended,2015-08-04,forecast,,6470.225,,
38124,592,a,basic,2015-08-04,forecast,,5551.971,,
38125,593,a,extended,2015-08-04,forecast,,10780.925,,
38126,597,a,basic,2015-08-04,forecast,,6343.7896,,
38127,598,c,basic,2015-08-04,forecast,,6928.653,,
38128,600,d,extended,2015-08-04,forecast,,7870.4067,,
38129,601,d,basic,2015-08-04,forecast,,5859.9634,,
38130,602,a,basic,2015-08-04,forecast,,8073.534,,
38131,603,a,basic,2015-08-04,forecast,,8989.912,,
38132,604,d,basic,2015-08-04,forecast,,8893.729,,
38133,605,d,basic,2015-08-04,forecast,,8858.088,,
38134,610,a,basic,2015-08-04,forecast,,5771.222,,
38135,611,a,basic,2015-08-04,forecast,,6593.373,,
38136,612,d,extended,2015-08-04,forecast,,7699.066,,
38137,615,d,basic,2015-08-04,forecast,,10895.822,,
38138,616,a,extended,2015-08-04,forecast,,10096.529,,
38139,618,d,extended,2015-08-04,forecast,,7148.8896,,
38140,619,a,basic,2015-08-04,forecast,,5568.487,,
38141,620,d,extended,2015-08-04,forecast,,8478.933,,
38142,621,a,basic,2015-08-04,forecast,,7346.8955,,
38143,622,a,extended,2015-08-04,forecast,,5008.296,,
38144,623,a,basic,2015-08-04,forecast,,9574.213,,
38145,624,a,extended,2015-08-04,forecast,,8485.349,,
38146,625,a,basic,2015-08-04,forecast,,8136.7314,,
38147,627,c,extended,2015-08-04,forecast,,7163.715,,
38148,628,a,extended,2015-08-04,forecast,,7251.012,,
38149,629,d,basic,2015-08-04,forecast,,8230.349,,
38150,631,d,extended,2015-08-04,forecast,,6578.793,,
38151,632,a,basic,2015-08-04,forecast,,8273.416,,
38152,633,d,basic,2015-08-04,forecast,,8183.5776,,
38153,636,c,basic,2015-08-04,forecast,,8355.828,,
38154,637,d,extended,2015-08-04,forecast,,10570.649,,
38155,638,d,basic,2015-08-04,forecast,,7288.087,,
38156,639,a,basic,2015-08-04,forecast,,5904.5854,,
38157,640,d,extended,2015-08-04,forecast,,12901.466,,
38158,641,a,extended,2015-08-04,forecast,,7974.525,,
38159,642,c,extended,2015-08-04,forecast,,4547.8916,,
38160,643,a,basic,2015-08-04,forecast,,9508.809,,
38161,644,c,basic,2015-08-04,forecast,,9428.308,,
38162,645,a,basic,2015-08-04,forecast,,13099.877,,
38163,646,a,basic,2015-08-04,forecast,,6142.0337,,
38164,647,a,extended,2015-08-04,forecast,,6713.8613,,
38165,650,a,basic,2015-08-04,forecast,,7123.2905,,
38166,651,a,basic,2015-08-04,forecast,,8493.381,,
38167,653,d,extended,2015-08-04,forecast,,8040.229,,
38168,655,d,extended,2015-08-04,forecast,,9674.055,,
38169,656,d,basic,2015-08-04,forecast,,4121.071,,
38170,657,c,extended,2015-08-04,forecast,,8362.972,,
38171,658,d,extended,2015-08-04,forecast,,7173.602,,
38172,659,d,basic,2015-08-04,forecast,,6894.011,,
38173,660,a,basic,2015-08-04,forecast,,5580.4023,,
38174,661,d,extended,2015-08-04,forecast,,8571.662,,
38175,662,d,basic,2015-08-04,forecast,,10113.473,,
38176,663,a,extended,2015-08-04,forecast,,6237.2075,,
38177,665,a,basic,2015-08-04,forecast,,10616.156,,
38178,666,c,extended,2015-08-04,forecast,,7868.5303,,
38179,667,d,extended,2015-08-04,forecast,,9916.129,,
38180,669,d,basic,2015-08-04,forecast,,5277.508,,
38181,670,a,basic,2015-08-04,forecast,,7867.57,,
38182,671,a,extended,2015-08-04,forecast,,7590.945,,
38183,673,d,extended,2015-08-04,forecast,,8750.686,,
38184,674,a,basic,2015-08-04,forecast,,10353.913,,
38185,675,a,basic,2015-08-04,forecast,,4942.6035,,
38186,676,b,extra,2015-08-04,forecast,,9433.561,,
38187,677,d,basic,2015-08-04,forecast,,8602.53,,
38188,678,c,basic,2015-08-04,forecast,,8490.214,,
38189,680,c,basic,2015-08-04,forecast,,5339.123,,
38190,681,a,extended,2015-08-04,forecast,,4950.965,,
38191,684,d,extended,2015-08-04,forecast,,9309.001,,
38192,685,a,basic,2015-08-04,forecast,,8236.316,,
38193,687,d,extended,2015-08-04,forecast,,9163.3955,,
38194,689,d,basic,2015-08-04,forecast,,8264.827,,
38195,690,a,basic,2015-08-04,forecast,,6586.641,,
38196,691,d,extended,2015-08-04,forecast,,9344.878,,
38197,692,a,basic,2015-08-04,forecast,,9048.079,,
38198,693,d,basic,2015-08-04,forecast,,8668.239,,
38199,694,a,extended,2015-08-04,forecast,,9566.691,,
38200,695,a,basic,2015-08-04,forecast,,7156.1006,,
38201,696,a,extended,2015-08-04,forecast,,9147.293,,
38202,697,d,basic,2015-08-04,forecast,,12421.353,,
38203,699,a,basic,2015-08-04,forecast,,9777.623,,
38204,700,a,extended,2015-08-04,forecast,,5840.9956,,
38205,701,d,basic,2015-08-04,forecast,,7115.807,,
38206,702,a,basic,2015-08-04,forecast,,5166.968,,
38207,703,a,basic,2015-08-04,forecast,,4534.26,,
38208,705,a,basic,2015-08-04,forecast,,10498.358,,
38209,706,d,basic,2015-08-04,forecast,,6275.9795,,
38210,707,a,extended,2015-08-04,forecast,,10729.113,,
38211,710,d,basic,2015-08-04,forecast,,5439.942,,
38212,711,d,basic,2015-08-04,forecast,,7500.521,,
38213,712,a,basic,2015-08-04,forecast,,7386.5454,,
38214,713,a,extended,2015-08-04,forecast,,11771.154,,
38215,714,d,extended,2015-08-04,forecast,,5571.797,,
38216,716,d,basic,2015-08-04,forecast,,6882.8354,,
38217,717,d,extended,2015-08-04,forecast,,7110.2236,,
38218,718,a,basic,2015-08-04,forecast,,8634.869,,
38219,719,c,extended,2015-08-04,forecast,,5637.643,,
38220,720,a,extended,2015-08-04,forecast,,8396.1,,
38221,721,a,extended,2015-08-04,forecast,,8136.5454,,
38222,722,a,basic,2015-08-04,forecast,,11214.717,,
38223,723,d,extended,2015-08-04,forecast,,8600.463,,
38224,724,d,extended,2015-08-04,forecast,,7223.8213,,
38225,725,d,extended,2015-08-04,forecast,,6284.9834,,
38226,727,a,basic,2015-08-04,forecast,,5573.7954,,
38227,728,d,basic,2015-08-04,forecast,,5577.1084,,
38228,729,c,extended,2015-08-04,forecast,,13115.691,,
38229,731,a,basic,2015-08-04,forecast,,10998.068,,
38230,732,a,extended,2015-08-04,forecast,,9646.3125,,
38231,733,b,extra,2015-08-04,forecast,,15480.659,,
38232,734,a,basic,2015-08-04,forecast,,7402.619,,
38233,736,c,extended,2015-08-04,forecast,,6039.382,,
38234,737,a,basic,2015-08-04,forecast,,8369.874,,
38235,738,d,extended,2015-08-04,forecast,,10408.776,,
38236,739,d,extended,2015-08-04,forecast,,12684.968,,
38237,740,d,basic,2015-08-04,forecast,,8078.6875,,
38238,741,d,extended,2015-08-04,forecast,,8445.93,,
38239,742,d,extended,2015-08-04,forecast,,8719.576,,
38240,744,a,basic,2015-08-04,forecast,,8811.649,,
38241,746,d,extended,2015-08-04,forecast,,7671.9434,,
38242,748,d,basic,2015-08-04,forecast,,6751.467,,
38243,749,a,basic,2015-08-04,forecast,,6215.2163,,
38244,750,d,basic,2015-08-04,forecast,,6165.6943,,
38245,751,a,basic,2015-08-04,forecast,,5046.0244,,
38246,752,a,basic,2015-08-04,forecast,,6678.8794,,
38247,753,d,extended,2015-08-04,forecast,,10229.4,,
38248,756,a,extended,2015-08-04,forecast,,19776.488,,
38249,757,a,extended,2015-08-04,forecast,,7110.2847,,
38250,758,a,extended,2015-08-04,forecast,,5797.827,,
38251,759,a,basic,2015-08-04,forecast,,9207.375,,
38252,762,d,extended,2015-08-04,forecast,,4268.671,,
38253,763,d,extended,2015-08-04,forecast,,6746.1113,,
38254,764,a,extended,2015-08-04,forecast,,4801.823,,
38255,765,a,extended,2015-08-04,forecast,,10864.297,,
38256,766,d,extended,2015-08-04,forecast,,6525.634,,
38257,767,a,extended,2015-08-04,forecast,,7350.6104,,
38258,768,a,extended,2015-08-04,forecast,,15224.687,,
38259,769,b,extra,2015-08-04,forecast,,12117.353,,
38260,770,a,extended,2015-08-04,forecast,,6558.7495,,
38261,771,a,basic,2015-08-04,forecast,,8010.392,,
38262,772,d,extended,2015-08-04,forecast,,3718.484,,
38263,773,a,basic,2015-08-04,forecast,,6560.652,,
38264,774,a,extended,2015-08-04,forecast,,6373.2163,,
38265,775,d,extended,2015-08-04,forecast,,9805.2,,
38266,776,c,basic,2015-08-04,forecast,,5818.1587,,
38267,777,d,extended,2015-08-04,forecast,,4733.901,,
38268,778,a,basic,2015-08-04,forecast,,7440.2773,,
38269,782,c,extended,2015-08-04,forecast,,6059.9766,,
38270,784,a,basic,2015-08-04,forecast,,8828.785,,
38271,785,d,extended,2015-08-04,forecast,,8790.663,,
38272,789,a,extended,2015-08-04,forecast,,3958.2,,
38273,790,d,extended,2015-08-04,forecast,,8121.0,,
38274,791,a,basic,2015-08-04,forecast,,9486.181,,
38275,792,d,basic,2015-08-04,forecast,,9759.361,,
38276,793,d,basic,2015-08-04,forecast,,6225.7,,
38277,795,d,basic,2015-08-04,forecast,,5540.37,,
38278,796,a,extended,2015-08-04,forecast,,9558.856,,
38279,797,a,basic,2015-08-04,forecast,,5871.422,,
38280,799,a,extended,2015-08-04,forecast,,10685.3955,,
38281,800,d,basic,2015-08-04,forecast,,5741.074,,
38282,801,d,basic,2015-08-04,forecast,,5900.312,,
38283,802,a,extended,2015-08-04,forecast,,7885.4194,,
38284,803,d,basic,2015-08-04,forecast,,7100.0376,,
38285,804,c,extended,2015-08-04,forecast,,5472.13,,
38286,805,d,basic,2015-08-04,forecast,,6785.6123,,
38287,806,d,basic,2015-08-04,forecast,,8812.507,,
38288,807,a,basic,2015-08-04,forecast,,11405.166,,
38289,809,a,basic,2015-08-04,forecast,,12788.392,,
38290,810,d,extended,2015-08-04,forecast,,6518.8403,,
38291,811,a,basic,2015-08-04,forecast,,4449.2427,,
38292,813,a,basic,2015-08-04,forecast,,6684.851,,
38293,815,a,basic,2015-08-04,forecast,,7586.9272,,
38294,816,c,extended,2015-08-04,forecast,,5666.2803,,
38295,818,d,basic,2015-08-04,forecast,,7723.0425,,
38296,819,a,extended,2015-08-04,forecast,,6676.905,,
38297,820,a,extended,2015-08-04,forecast,,13218.353,,
38298,822,a,extended,2015-08-04,forecast,,8735.634,,
38299,823,a,extended,2015-08-04,forecast,,6835.3906,,
38300,824,a,basic,2015-08-04,forecast,,8005.611,,
38301,825,a,basic,2015-08-04,forecast,,5588.856,,
38302,826,a,extended,2015-08-04,forecast,,11090.828,,
38303,829,c,basic,2015-08-04,forecast,,7033.994,,
38304,831,a,basic,2015-08-04,forecast,,15691.786,,
38305,832,d,basic,2015-08-04,forecast,,7407.648,,
38306,833,d,extended,2015-08-04,forecast,,6586.9365,,
38307,835,a,basic,2015-08-04,forecast,,6724.8335,,
38308,837,a,extended,2015-08-04,forecast,,5062.8457,,
38309,840,a,basic,2015-08-04,forecast,,8701.93,,
38310,842,d,extended,2015-08-04,forecast,,20224.078,,
38311,844,a,basic,2015-08-04,forecast,,5870.7495,,
38312,845,d,basic,2015-08-04,forecast,,5314.81,,
38313,846,a,extended,2015-08-04,forecast,,12511.561,,
38314,847,c,extended,2015-08-04,forecast,,8098.4683,,
38315,848,a,extended,2015-08-04,forecast,,8156.717,,
38316,849,c,extended,2015-08-04,forecast,,8814.313,,
38317,850,d,basic,2015-08-04,forecast,,7986.8413,,
38318,851,d,extended,2015-08-04,forecast,,5746.0977,,
38319,852,c,basic,2015-08-04,forecast,,5909.7124,,
38320,853,a,basic,2015-08-04,forecast,,11002.873,,
38321,855,a,basic,2015-08-04,forecast,,7334.6074,,
38322,856,a,basic,2015-08-04,forecast,,8168.309,,
38323,857,c,basic,2015-08-04,forecast,,8372.645,,
38324,858,a,basic,2015-08-04,forecast,,5898.067,,
38325,859,c,basic,2015-08-04,forecast,,8715.526,,
38326,860,c,extended,2015-08-04,forecast,,7222.367,,
38327,861,c,extended,2015-08-04,forecast,,4882.172,,
38328,862,a,extended,2015-08-04,forecast,,10073.992,,
38329,863,a,extended,2015-08-04,forecast,,9460.673,,
38330,864,a,basic,2015-08-04,forecast,,5460.388,,
38331,865,d,extended,2015-08-04,forecast,,7968.64,,
38332,866,d,basic,2015-08-04,forecast,,7460.6367,,
38333,867,d,extended,2015-08-04,forecast,,4862.55,,
38334,868,d,extended,2015-08-04,forecast,,11612.199,,
38335,871,d,extended,2015-08-04,forecast,,6243.624,,
38336,872,a,extended,2015-08-04,forecast,,9456.217,,
38337,874,a,basic,2015-08-04,forecast,,4842.868,,
38338,875,d,basic,2015-08-04,forecast,,6417.76,,
38339,877,a,extended,2015-08-04,forecast,,7888.0903,,
38340,879,d,basic,2015-08-04,forecast,,4902.5605,,
38341,880,a,extended,2015-08-04,forecast,,8232.186,,
38342,881,a,basic,2015-08-04,forecast,,5715.3613,,
38343,882,a,basic,2015-08-04,forecast,,7230.287,,
38344,883,a,basic,2015-08-04,forecast,,6200.407,,
38345,884,d,extended,2015-08-04,forecast,,6213.071,,
38346,885,a,basic,2015-08-04,forecast,,7259.2334,,
38347,886,a,extended,2015-08-04,forecast,,8317.24,,
38348,887,d,basic,2015-08-04,forecast,,8355.007,,
38349,888,d,basic,2015-08-04,forecast,,9566.5,,
38350,890,a,basic,2015-08-04,forecast,,6584.851,,
38351,891,a,extended,2015-08-04,forecast,,9232.859,,
38352,893,a,basic,2015-08-04,forecast,,8173.4995,,
38353,894,a,basic,2015-08-04,forecast,,10712.498,,
38354,895,a,extended,2015-08-04,forecast,,10207.189,,
38355,896,a,extended,2015-08-04,forecast,,7167.5083,,
38356,897,c,extended,2015-08-04,forecast,,3779.115,,
38357,900,a,basic,2015-08-04,forecast,,7121.6055,,
38358,901,a,extended,2015-08-04,forecast,,8359.981,,
38359,902,a,basic,2015-08-04,forecast,,5254.5376,,
38360,903,d,extended,2015-08-04,forecast,,12885.037,,
38361,904,d,extended,2015-08-04,forecast,,6932.4536,,
38362,905,a,basic,2015-08-04,forecast,,8839.967,,
38363,906,a,basic,2015-08-04,forecast,,13364.054,,
38364,907,a,extended,2015-08-04,forecast,,7026.37,,
38365,908,a,basic,2015-08-04,forecast,,5499.995,,
38366,909,a,extended,2015-08-04,forecast,,13268.851,,
38367,911,a,extended,2015-08-04,forecast,,11331.869,,
38368,912,c,extended,2015-08-04,forecast,,6263.696,,
38369,913,a,basic,2015-08-04,forecast,,11049.629,,
38370,914,c,extended,2015-08-04,forecast,,11629.035,,
38371,915,d,extended,2015-08-04,forecast,,6705.0747,,
38372,916,a,basic,2015-08-04,forecast,,6815.71,,
38373,917,a,basic,2015-08-04,forecast,,8587.168,,
38374,919,a,basic,2015-08-04,forecast,,6920.5947,,
38375,920,a,basic,2015-08-04,forecast,,7006.313,,
38376,922,d,basic,2015-08-04,forecast,,7990.4375,,
38377,924,a,basic,2015-08-04,forecast,,5652.941,,
38378,925,c,basic,2015-08-04,forecast,,7590.3296,,
38379,926,d,extended,2015-08-04,forecast,,9905.079,,
38380,927,a,basic,2015-08-04,forecast,,7998.52,,
38381,928,d,extended,2015-08-04,forecast,,9404.947,,
38382,929,a,extended,2015-08-04,forecast,,6538.0693,,
38383,930,a,basic,2015-08-04,forecast,,8593.182,,
38384,931,a,extended,2015-08-04,forecast,,4495.084,,
38385,932,a,basic,2015-08-04,forecast,,9369.716,,
38386,934,a,extended,2015-08-04,forecast,,7757.009,,
38387,935,a,extended,2015-08-04,forecast,,6440.412,,
38388,936,a,basic,2015-08-04,forecast,,7942.7495,,
38389,937,d,basic,2015-08-04,forecast,,8298.928,,
38390,938,a,basic,2015-08-04,forecast,,11354.058,,
38391,939,d,basic,2015-08-04,forecast,,6607.9355,,
38392,941,a,basic,2015-08-04,forecast,,6510.52,,
38393,942,d,extended,2015-08-04,forecast,,7087.3516,,
38394,943,d,extended,2015-08-04,forecast,,7419.513,,
38395,944,c,basic,2015-08-04,forecast,,8702.395,,
38396,945,a,extended,2015-08-04,forecast,,5025.696,,
38397,946,a,basic,2015-08-04,forecast,,5342.5977,,
38398,947,a,basic,2015-08-04,forecast,,8920.71,,
38399,948,b,extra,2015-08-04,forecast,,6110.112,,
38400,950,a,basic,2015-08-04,forecast,,7101.65,,
38401,951,d,extended,2015-08-04,forecast,,9373.8545,,
38402,952,d,extended,2015-08-04,forecast,,6554.991,,
38403,954,a,basic,2015-08-04,forecast,,8337.383,,
38404,955,d,extended,2015-08-04,forecast,,6146.4585,,
38405,956,a,basic,2015-08-04,forecast,,4452.0405,,
38406,960,d,basic,2015-08-04,forecast,,8172.3613,,
38407,961,d,extended,2015-08-04,forecast,,7198.757,,
38408,962,c,basic,2015-08-04,forecast,,8345.307,,
38409,964,a,basic,2015-08-04,forecast,,11085.191,,
38410,965,a,extended,2015-08-04,forecast,,10481.311,,
38411,966,a,basic,2015-08-04,forecast,,5934.2104,,
38412,967,a,extended,2015-08-04,forecast,,10052.013,,
38413,969,a,extended,2015-08-04,forecast,,4645.8726,,
38414,970,a,basic,2015-08-04,forecast,,4156.0405,,
38415,973,d,extended,2015-08-04,forecast,,8655.665,,
38416,974,a,basic,2015-08-04,forecast,,14253.649,,
38417,975,a,extended,2015-08-04,forecast,,8646.325,,
38418,976,a,basic,2015-08-04,forecast,,8080.6064,,
38419,977,a,basic,2015-08-04,forecast,,6068.358,,
38420,980,a,basic,2015-08-04,forecast,,8242.384,,
38421,983,a,basic,2015-08-04,forecast,,11761.817,,
38422,984,c,basic,2015-08-04,forecast,,7381.0312,,
38423,985,c,extended,2015-08-04,forecast,,9033.576,,
38424,986,a,basic,2015-08-04,forecast,,6610.7407,,
38425,988,a,basic,2015-08-04,forecast,,5512.211,,
38426,989,a,basic,2015-08-04,forecast,,6321.1816,,
38427,991,a,basic,2015-08-04,forecast,,5834.3247,,
38428,992,a,basic,2015-08-04,forecast,,6920.826,,
38429,994,a,basic,2015-08-04,forecast,,6486.501,,
38430,997,d,extended,2015-08-04,forecast,,5847.2666,,
38431,998,a,basic,2015-08-04,forecast,,5125.7627,,
38432,1000,a,extended,2015-08-04,forecast,,8621.242,,
38433,1003,a,basic,2015-08-04,forecast,,9134.32,,
38434,1004,d,extended,2015-08-04,forecast,,6164.3535,,
38435,1005,a,basic,2015-08-04,forecast,,7235.578,,
38436,1007,c,extended,2015-08-04,forecast,,7397.6855,,
38437,1008,a,extended,2015-08-04,forecast,,6840.465,,
38438,1009,a,basic,2015-08-04,forecast,,6253.3745,,
38439,1010,d,extended,2015-08-04,forecast,,10510.461,,
38440,1011,a,extended,2015-08-04,forecast,,8270.489,,
38441,1012,d,extended,2015-08-04,forecast,,6019.254,,
38442,1013,a,basic,2015-08-04,forecast,,4884.664,,
38443,1014,a,extended,2015-08-04,forecast,,16050.974,,
38444,1015,d,extended,2015-08-04,forecast,,6745.7124,,
38445,1016,c,extended,2015-08-04,forecast,,7186.381,,
38446,1019,d,extended,2015-08-04,forecast,,11900.508,,
38447,1020,a,basic,2015-08-04,forecast,,9503.142,,
38448,1022,a,extended,2015-08-04,forecast,,8204.492,,
38449,1024,c,extended,2015-08-04,forecast,,6862.416,,
38450,1025,a,basic,2015-08-04,forecast,,8357.605,,
38451,1026,c,basic,2015-08-04,forecast,,12379.545,,
38452,1027,a,extended,2015-08-04,forecast,,15940.721,,
38453,1028,a,basic,2015-08-04,forecast,,6564.8833,,
38454,1031,d,basic,2015-08-04,forecast,,6261.05,,
38455,1036,d,extended,2015-08-04,forecast,,5774.3,,
38456,1037,a,extended,2015-08-04,forecast,,7633.2876,,
38457,1038,d,basic,2015-08-04,forecast,,6528.504,,
38458,1039,a,extended,2015-08-04,forecast,,10350.743,,
38459,1040,a,basic,2015-08-04,forecast,,10159.414,,
38460,1041,c,basic,2015-08-04,forecast,,6991.96,,
38461,1042,a,basic,2015-08-04,forecast,,5085.594,,
38462,1044,c,basic,2015-08-04,forecast,,8000.855,,
38463,1045,a,extended,2015-08-04,forecast,,8982.893,,
38464,1047,a,basic,2015-08-04,forecast,,5928.304,,
38465,1048,d,extended,2015-08-04,forecast,,8522.928,,
38466,1049,a,basic,2015-08-04,forecast,,4668.3594,,
38467,1050,d,extended,2015-08-04,forecast,,8451.8125,,
38468,1051,c,basic,2015-08-04,forecast,,9611.662,,
38469,1052,a,extended,2015-08-04,forecast,,8339.991,,
38470,1053,a,basic,2015-08-04,forecast,,10537.331,,
38471,1054,a,extended,2015-08-04,forecast,,7588.44,,
38472,1056,d,extended,2015-08-04,forecast,,4772.7397,,
38473,1057,d,extended,2015-08-04,forecast,,6979.3604,,
38474,1058,a,extended,2015-08-04,forecast,,9145.784,,
38475,1059,c,basic,2015-08-04,forecast,,9963.112,,
38476,1060,a,extended,2015-08-04,forecast,,8231.094,,
38477,1061,d,extended,2015-08-04,forecast,,7773.1396,,
38478,1062,d,basic,2015-08-04,forecast,,7477.1855,,
38479,1063,a,extended,2015-08-04,forecast,,4788.787,,
38480,1064,a,extended,2015-08-04,forecast,,11038.527,,
38481,1065,a,basic,2015-08-04,forecast,,4916.2397,,
38482,1066,a,basic,2015-08-04,forecast,,12047.243,,
38483,1067,d,extended,2015-08-04,forecast,,6560.157,,
38484,1068,d,extended,2015-08-04,forecast,,4998.989,,
38485,1070,c,extended,2015-08-04,forecast,,8225.067,,
38486,1071,a,basic,2015-08-04,forecast,,7583.947,,
38487,1072,a,extended,2015-08-04,forecast,,8059.6465,,
38488,1073,a,extended,2015-08-04,forecast,,9679.251,,
